cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
1431,2,0,4,0.1428179062281586,2249,11,1.804272708628173,0
769,2,5,10,0.5248008480654778,3010,11,0.8884502877862838,0
183,0,0,3,0.4500514514151803,156,6,0.9431945538974952,1
295,2,0,8,0.2908918923162973,592,9,0.9431945538974952,1
1068,4,2,7,1.1176702057088168,1697,11,0.9431945538974952,0
238,6,1,10,1.130458566562905,210,11,0.8884502877862838,1
805,6,0,5,0.8550569331956599,1215,6,0.9431945538974952,1
105,2,0,7,1.090668676788184,200,11,0.9431945538974952,1
25,0,0,3,1.0588367649684076,183,6,0.8884502877862838,1
364,3,3,2,2.0137941195617053,0,2,0.9431945538974952,1
1667,4,4,10,3.664223151290944,3231,11,0.9431945538974952,0
748,2,0,10,0.2232490796992721,1503,3,0.9431945538974952,0
798,6,6,11,0.751603219781386,1555,11,0.9431945538974952,0
684,6,2,10,0.377578255899011,1036,6,0.8884502877862838,0
975,2,5,3,0.7197713079616094,2338,10,0.9431945538974952,0
217,3,3,2,2.0137941195617053,0,2,0.8884502877862838,1
547,6,5,10,0.0362365977580846,1585,6,0.8884502877862838,1
273,5,1,10,1.2100383461123465,631,11,0.9431945538974952,1
588,6,5,5,0.3028288592487136,637,6,1.804272708628173,1
381,5,0,10,0.1715222229921351,860,11,0.9431945538974952,1
648,2,5,7,0.6967487680184489,853,8,0.9431945538974952,1
394,2,0,3,0.1914171678794955,312,6,0.0273721330556057,0
74,6,3,2,1.1583114894052096,493,12,0.9431945538974952,1
885,6,6,10,1.0261534592269592,2104,11,0.8884502877862838,0
1106,2,1,11,1.4766306076029754,1423,11,1.804272708628173,0
112,6,1,5,1.5323364532875845,211,6,0.8884502877862838,1
875,6,6,9,1.7304345082395165,2004,10,0.9431945538974952,1
271,2,6,7,0.4929689362457012,340,8,0.9431945538974952,1
1066,5,1,6,0.1229229613407983,1683,11,0.9431945538974952,0
333,2,6,7,1.1296071726412331,396,6,0.8884502877862838,1
659,2,5,11,0.321872410214402,1695,12,0.9431945538974952,1
307,5,0,3,0.4420934734602362,352,10,0.8884502877862838,1
949,4,2,7,1.014216492294543,1618,11,0.9431945538974952,0
88,6,0,5,1.046899798035991,81,6,0.0273721330556057,1
1042,2,1,10,1.4288827398733106,1655,11,1.804272708628173,0
512,2,1,11,0.6251269664239516,796,6,0.9431945538974952,1
345,6,0,1,0.6609378672212003,541,7,0.8884502877862838,0
685,0,0,7,3.433441790597564,1681,11,0.9431945538974952,1
243,6,0,6,0.8758032720046922,828,11,0.9431945538974952,0
497,6,2,10,2.335240832815272,1109,11,0.9431945538974952,0
282,1,6,7,0.9076351838244688,1026,11,0.8884502877862838,1
740,6,4,3,1.6548337176675467,2399,11,0.9431945538974952,0
610,1,6,8,0.7714981646687463,1270,11,0.9431945538974952,1
608,2,6,10,0.4571580354484525,975,6,0.9431945538974952,0
735,6,5,7,0.5813580876717588,975,8,1.804272708628173,1
431,6,6,10,0.7913931095561068,852,6,0.8884502877862838,0
592,6,0,5,0.6640654622770004,1161,11,0.8884502877862838,1
204,6,0,10,0.214439707822656,196,11,0.9431945538974952,1
473,1,0,8,0.1826077960028794,688,11,0.9431945538974952,1
1043,6,6,10,0.9346367127451014,2145,11,0.8884502877862838,0
611,2,6,5,0.0521525536679729,1036,11,0.9431945538974952,1
26,6,0,11,1.1384165445178491,13,11,0.8884502877862838,1
30,6,0,7,0.9514040625766615,52,4,1.804272708628173,1
112,6,0,4,0.4699463963025407,191,11,0.8884502877862838,0
924,6,0,5,2.494400391914154,1777,6,0.9431945538974952,1
1118,5,1,11,0.1237743552624702,2528,11,0.9431945538974952,0
220,6,6,7,0.4372630905610921,294,6,0.8884502877862838,1
586,6,6,11,0.5486747819303103,1470,11,0.8884502877862838,0
245,2,2,10,0.7763285475678904,287,11,0.9431945538974952,1
362,6,6,10,0.5208218590880057,636,11,0.8884502877862838,0
399,6,6,5,0.8112880544434671,869,6,0.8884502877862838,0
1142,6,0,10,2.104459472121891,3557,11,0.8884502877862838,1
197,0,0,4,0.060110531622917,206,11,1.804272708628173,0
629,6,1,6,0.0521525536679729,1197,11,1.804272708628173,0
382,6,6,7,0.9505526686549896,376,6,0.8884502877862838,1
1113,6,6,10,0.8311829993308275,2156,11,0.9431945538974952,0
632,0,2,10,2.7052868077201744,1238,11,0.9431945538974952,1
253,5,1,10,1.3174710485040924,651,11,0.9431945538974952,1
653,6,0,10,0.0473221707688289,1543,11,0.8884502877862838,0
575,2,6,11,0.0083836749157801,1111,11,0.9431945538974952,1
334,2,0,3,0.4699463963025407,583,10,0.9431945538974952,1
1125,2,5,9,0.4770529803358129,2020,0,0.9431945538974952,0
637,2,5,5,0.8311829993308275,1203,6,0.9431945538974952,0
527,5,1,10,0.2471230135641045,700,11,0.9431945538974952,0
313,6,4,11,0.7405176467706417,1009,12,0.9431945538974952,0
860,6,4,11,0.5248008480654778,1399,12,0.9431945538974952,0
296,0,0,3,0.0282786198031404,402,11,0.9431945538974952,1
691,6,4,11,0.9505526686549896,1511,12,0.9431945538974952,0
308,0,0,4,1.722476530284572,212,6,0.9431945538974952,1
78,2,3,2,0.7246016908607534,536,12,0.9431945538974952,1
805,3,3,2,1.1503535114502654,2241,6,0.8884502877862838,1
783,2,0,10,1.9691738468878408,1547,11,0.9431945538974952,1
406,0,0,4,1.770224398014237,519,11,1.804272708628173,1
748,2,5,7,0.3903666167530992,977,8,0.9431945538974952,1
1069,5,1,7,0.1476482891273027,2530,11,0.9431945538974952,0
301,3,0,10,2.0137941195617053,0,2,0.9431945538974952,1
403,6,0,11,0.1357113221948865,651,7,0.8884502877862838,1
786,6,4,3,2.0010057587076173,2528,11,0.9431945538974952,0
1101,2,5,0,0.4452210685160363,2045,10,1.804272708628173,0
1150,2,0,10,1.6230018058477702,1631,6,1.804272708628173,0
28,6,0,11,1.0588367649684076,17,11,0.8884502877862838,1
1178,5,1,11,0.326702793113546,2432,11,0.9431945538974952,0
841,3,0,6,1.8228026486430455,1684,6,0.9431945538974952,1
473,6,1,8,0.2462716196424326,852,11,0.9431945538974952,0
930,6,4,7,1.3245776325373646,3007,6,0.9431945538974952,1
888,6,6,10,0.7237502969390814,2026,11,0.8884502877862838,0
1647,4,4,5,3.461294713439868,3166,11,0.8884502877862838,0
471,5,0,10,0.6251269664239516,670,12,0.9431945538974952,1
306,0,0,5,1.6309597838027143,208,6,0.8884502877862838,1
107,6,0,10,0.4062825726629875,355,11,0.8884502877862838,0
787,6,4,11,0.0839844654877495,1141,6,0.8884502877862838,0
306,6,5,7,0.7683705696129463,273,6,0.8884502877862838,1
620,6,4,11,0.6760024292094166,1625,12,0.9431945538974952,0
378,5,3,2,0.2312070576542162,2330,6,1.804272708628173,0
1216,5,1,10,0.0353852038364127,2690,11,0.9431945538974952,0
388,2,1,6,0.0115112699715802,732,7,0.9431945538974952,0
697,4,2,5,0.5336102199420939,1270,11,0.8884502877862838,0
1131,6,4,11,0.2940194873720975,2109,6,0.8884502877862838,0
1756,6,4,5,3.481189658327229,3240,11,0.9431945538974952,0
244,6,5,7,0.915593161779413,263,6,0.8884502877862838,1
413,2,6,11,0.2900404983946254,451,6,0.9431945538974952,1
613,6,0,10,0.7834351316011626,1448,6,0.8884502877862838,0
586,6,0,10,0.9076351838244688,1205,11,0.9431945538974952,0
1356,6,2,10,1.0699223379791518,1529,11,0.8884502877862838,0
923,6,0,5,1.9651948579103689,1627,6,0.9431945538974952,1
663,6,0,10,0.5009269142006454,1176,11,0.8884502877862838,1
666,2,0,10,0.859887316094804,1469,11,0.8884502877862838,0
1078,6,2,7,1.2091869521906744,1764,11,0.9431945538974952,0
880,5,1,6,0.2431440245866324,1149,11,0.8884502877862838,1
605,6,2,7,0.4818833632349569,910,6,0.8884502877862838,0
919,6,4,5,0.7555822087588581,1725,6,0.9431945538974952,0
691,6,0,11,0.5924436606825031,916,6,0.9431945538974952,1
1133,6,2,10,1.7304345082395165,1414,11,0.8884502877862838,1
450,6,5,9,0.0035532920166361,717,6,0.9431945538974952,1
122,1,0,10,0.541568197897038,91,3,0.9431945538974952,0
1457,5,1,5,0.6043806276149193,2972,11,0.8884502877862838,1
332,6,6,7,0.9028048009253248,317,6,0.8884502877862838,1
744,2,6,5,0.2900404983946254,1030,11,0.9431945538974952,1
431,6,0,8,0.96732001848655,1161,12,0.9431945538974952,1
1704,6,2,10,2.0169217146175056,1773,11,0.8884502877862838,0
642,5,1,10,1.130458566562905,776,11,0.8884502877862838,0
978,5,1,6,0.1865867849803515,1750,11,0.8884502877862838,0
1189,2,6,5,0.4094101677187876,2656,6,1.804272708628173,0
358,2,0,10,0.2303556637325443,457,7,0.9431945538974952,0
384,3,3,2,2.0137941195617053,0,2,0.0273721330556057,1
735,2,6,11,0.3576833110116507,1218,11,0.8884502877862838,1
329,2,0,10,0.7763285475678904,653,12,0.8884502877862838,1
332,0,6,10,0.859887316094804,223,12,0.8884502877862838,0
802,6,4,11,0.4810319693132849,1526,12,0.8884502877862838,0
101,0,0,5,0.7564336026805301,105,6,0.9431945538974952,1
1013,2,0,0,0.378429649820683,2185,11,0.9431945538974952,0
243,2,6,7,0.3656412889665948,315,6,0.8884502877862838,1
881,6,6,10,0.1945447629352956,2016,11,0.8884502877862838,0
471,6,6,11,0.2263766747550722,1183,11,0.8884502877862838,0
99,6,0,10,0.0282786198031404,178,12,0.8884502877862838,0
998,2,1,11,1.5283574643101123,1407,11,1.804272708628173,0
361,2,6,1,0.1229229613407983,475,6,0.8884502877862838,1
956,6,0,10,1.7622664200592928,2802,11,0.9431945538974952,1
623,6,4,3,1.9015310342708156,2623,11,0.8884502877862838,0
340,2,0,9,0.2263766747550722,603,10,0.9431945538974952,1
912,2,6,10,3.652286184358528,717,6,0.9431945538974952,1
291,6,4,11,0.5893160656267029,948,12,0.9431945538974952,0
857,5,0,10,0.1158163773075261,1602,11,0.9431945538974952,0
254,3,3,2,2.0137941195617053,0,2,1.804272708628173,1
1048,6,5,7,0.7476242308039139,2013,10,1.804272708628173,0
395,6,4,5,0.0393641928138847,1144,6,0.9431945538974952,0
339,6,4,5,0.6887907900635047,868,1,0.8884502877862838,0
236,0,0,3,0.541568197897038,467,10,0.9431945538974952,1
912,6,0,10,1.2131659411681466,2824,11,0.9431945538974952,1
731,6,0,10,1.0579853710467355,1356,11,0.9431945538974952,0
1218,2,0,10,1.2131659411681466,2527,11,1.804272708628173,0
765,6,4,11,0.6760024292094166,1424,12,0.8884502877862838,0
367,6,5,3,0.9394670956442456,588,11,0.9431945538974952,0
792,6,4,5,0.1507758841831028,1583,6,0.8884502877862838,0
350,2,6,10,0.0879634544652216,317,11,0.8884502877862838,0
399,6,5,11,0.541568197897038,718,11,0.9431945538974952,0
851,6,0,5,1.4399683128840548,1485,6,0.9431945538974952,1
125,6,0,10,0.4898413411899011,327,11,0.8884502877862838,0
470,1,3,2,0.6967487680184489,1645,6,0.0273721330556057,0
243,0,0,5,0.0274272258814685,212,11,0.8884502877862838,0
799,2,5,11,0.2940194873720975,1697,10,0.9431945538974952,1
872,2,0,0,0.6291059554014237,1910,11,0.9431945538974952,0
234,3,3,2,1.134437555540377,1169,3,0.8884502877862838,1
221,6,0,10,0.9903425584297104,205,6,0.9431945538974952,1
84,6,0,4,0.5057572970997893,189,6,0.9431945538974952,1
79,5,3,2,1.0429208090585194,446,12,0.8884502877862838,1
1617,5,1,11,0.4182195395954037,3222,4,0.8884502877862838,1
278,2,1,5,1.027004853148631,464,6,0.9431945538974952,1
616,6,2,10,2.69732882976523,1228,11,0.8884502877862838,0
689,6,5,7,0.8360133822299715,975,8,0.9431945538974952,1
300,6,0,1,0.6808328121085606,598,1,0.9431945538974952,1
382,2,6,10,0.3505767269783785,245,6,0.8884502877862838,1
671,1,6,11,0.9147417678577412,1112,11,0.0273721330556057,1
519,0,2,11,0.214439707822656,677,4,0.8884502877862838,1
505,1,6,8,0.2104607188451839,1154,11,0.8884502877862838,1
411,2,6,10,0.4142405506179316,587,11,0.9431945538974952,1
550,6,6,10,2.156186328829028,597,6,0.9431945538974952,1
430,3,3,2,0.2789549253838811,1989,6,0.0273721330556057,0
552,5,1,10,0.3903666167530992,675,11,0.8884502877862838,0
466,6,4,5,0.1396903111723585,1211,1,0.8884502877862838,0
1005,6,2,10,1.7543084421043489,1173,11,0.8884502877862838,1
748,6,6,11,0.7396662528489698,1612,11,0.9431945538974952,0
121,1,0,5,0.64417051738964,211,12,0.8884502877862838,1
746,6,0,5,1.989068791775201,985,12,0.8884502877862838,1
138,0,0,5,0.1547548731605749,292,6,0.0273721330556057,1
332,2,6,7,1.0579853710467355,385,8,0.9431945538974952,1
134,2,0,11,0.6919183851193049,296,12,0.8884502877862838,1
425,6,6,5,0.8152670434209391,807,6,0.0273721330556057,0
586,3,0,11,1.8586135494402944,1544,12,0.9431945538974952,1
547,5,1,3,0.6768538231310886,1065,3,0.9431945538974952,1
732,6,4,3,2.0805855382570586,2217,11,0.9431945538974952,0
238,1,0,11,1.2171449301456188,259,12,0.8884502877862838,1
400,2,4,5,1.190143401224986,495,6,0.8884502877862838,1
170,0,0,5,0.0871120605435496,264,6,0.9431945538974952,1
562,5,1,10,0.2829339143613532,763,11,0.8884502877862838,0
238,5,0,10,1.0429208090585194,202,11,0.9431945538974952,1
255,0,0,4,0.1834591899245513,177,11,0.9431945538974952,0
807,6,0,10,1.933362946090592,1509,11,0.8884502877862838,1
1530,6,4,11,0.8956982168920526,2874,6,1.804272708628173,1
348,6,0,8,0.0402155867355567,709,9,0.8884502877862838,0
1033,6,2,7,1.3285566215148368,1674,11,0.9431945538974952,0
356,6,0,3,1.023025864171159,1125,12,0.9431945538974952,1
650,6,2,10,0.1755012119696072,898,6,0.9431945538974952,0
1170,6,6,5,1.022174470249487,2370,6,0.9431945538974952,0
51,6,0,10,1.1105636216755446,84,6,0.9431945538974952,1
184,2,1,7,0.6680444512544724,324,6,0.9431945538974952,0
50,0,0,3,1.0349628311035752,184,6,0.8884502877862838,1
1285,2,2,5,0.9266787347901572,1729,11,0.9431945538974952,0
307,3,3,2,2.0137941195617053,0,2,0.8884502877862838,1
244,0,0,5,0.2820825204396813,229,11,0.9431945538974952,0
1086,6,4,11,1.0977752608214564,2130,6,0.8884502877862838,0
771,6,0,10,0.1666918400929911,1583,3,1.804272708628173,0
611,0,5,10,0.2272280686767442,1101,3,0.9431945538974952,0
141,4,0,3,0.1666918400929911,175,12,0.8884502877862838,1
184,2,0,7,0.4818833632349569,221,11,0.9431945538974952,1
300,6,0,6,1.0349628311035752,554,1,1.804272708628173,0
455,0,2,4,0.3974732007863714,730,7,0.8884502877862838,1
472,2,4,5,1.0628157539458798,518,6,0.8884502877862838,1
213,6,0,10,0.1197953662849981,389,11,0.8884502877862838,0
228,0,0,3,0.2073331237893838,389,11,0.8884502877862838,1
127,6,0,5,0.8240764152975553,122,6,1.804272708628173,1
697,6,6,10,0.2630389694739928,1552,11,0.8884502877862838,1
164,4,0,5,0.1985237519127677,189,12,0.0273721330556057,1
767,3,3,2,1.2657441917969554,2172,6,0.0273721330556057,1
561,6,1,11,0.3068078482261857,563,12,0.9431945538974952,1
684,0,2,10,2.5023583698690985,1166,11,0.9431945538974952,1
957,6,2,7,0.0154902589490523,885,6,0.0273721330556057,0
630,6,4,11,0.2223976857776001,1237,12,0.9431945538974952,0
402,0,0,4,1.292745720717588,522,11,1.804272708628173,1
700,5,1,11,0.3696202779440669,969,6,0.9431945538974952,1
250,0,6,10,0.8877402389371084,258,12,0.9431945538974952,0
192,6,0,10,0.0473221707688289,415,11,0.9431945538974952,0
998,6,4,11,1.5115901144785522,2127,6,0.9431945538974952,0
401,6,0,11,0.0154902589490523,742,7,0.9431945538974952,1
312,6,4,5,0.3505767269783785,1032,6,0.9431945538974952,0
1145,6,6,10,0.588464671705031,2015,11,0.9431945538974952,0
659,6,0,10,1.774203386991709,1337,11,0.8884502877862838,1
1102,4,4,10,1.0619643600242077,2773,6,0.9431945538974952,1
1104,5,1,7,0.0314062148589406,2587,11,0.9431945538974952,0
384,2,6,1,0.0035532920166361,464,12,0.9431945538974952,1
415,6,6,5,0.9425946907000456,965,6,0.9431945538974952,0
243,0,0,4,0.0473221707688289,261,11,1.804272708628173,0
815,6,0,5,1.4877161806137198,1524,6,0.9431945538974952,1
834,6,6,10,0.0115112699715802,1471,11,0.8884502877862838,0
888,6,0,5,3.055437837737717,1754,6,0.9431945538974952,1
32,6,0,5,0.8399923712074435,45,4,1.804272708628173,1
108,6,1,5,1.667622078521635,178,6,0.9431945538974952,1
751,6,6,10,0.9903425584297104,941,11,0.8884502877862838,1
380,2,6,5,0.056131542645445,442,6,0.9431945538974952,1
616,6,6,10,0.1476482891273027,1581,11,0.9431945538974952,1
785,2,0,10,0.3863876277756271,1587,11,0.9431945538974952,0
100,6,1,10,0.0950700384984938,123,12,0.9431945538974952,0
289,2,2,5,0.7086857349508652,311,11,0.9431945538974952,1
409,6,0,11,0.2113121127668558,641,7,0.8884502877862838,1
187,5,1,7,0.1786288070254073,315,6,0.8884502877862838,0
938,6,6,10,0.6640654622770004,2089,11,0.9431945538974952,0
814,6,5,7,0.5017783081223173,946,8,0.9431945538974952,1
962,6,0,10,1.0420694151368477,1376,6,1.804272708628173,0
289,2,0,10,1.074752720878296,656,11,0.8884502877862838,1
126,6,0,3,0.2988498702712415,204,11,0.8884502877862838,0
305,6,0,1,0.5455471868745101,645,1,0.8884502877862838,0
885,5,1,5,0.3107868372036577,1386,6,0.9431945538974952,1
871,5,1,6,0.2829339143613532,1355,11,0.9431945538974952,1
901,3,0,6,1.8426975935304064,1601,6,1.804272708628173,1
436,2,2,4,0.9553830515541336,1019,11,0.8884502877862838,0
660,6,0,7,0.5685697268176706,1180,11,0.9431945538974952,1
29,0,0,3,1.5482524091974728,55,11,0.0273721330556057,0
601,2,5,5,1.06594334900168,1218,6,0.9431945538974952,0
226,6,0,1,0.7166437129058093,574,1,1.804272708628173,0
110,0,0,5,0.485862352212429,124,6,0.0273721330556057,1
1258,5,1,6,0.0441945757130287,1712,11,0.9431945538974952,0
375,0,6,10,0.3505767269783785,301,12,0.9431945538974952,0
359,2,0,10,0.6967487680184489,642,11,0.9431945538974952,1
579,5,3,2,0.1914171678794955,1353,12,0.8884502877862838,0
361,6,0,1,0.8320343932524994,520,1,0.9431945538974952,1
688,2,2,7,0.2391650356091604,1289,11,0.8884502877862838,0
915,6,4,11,0.5049059031781175,1698,6,0.8884502877862838,0
735,3,3,2,1.1662694673601537,2293,6,0.0273721330556057,1
386,6,0,11,0.0919424434426936,632,7,0.9431945538974952,1
385,6,5,11,0.4460724624377082,1114,12,0.9431945538974952,1
373,0,6,7,0.2590599804965208,363,3,0.8884502877862838,1
514,6,5,3,0.3346607710684902,641,6,1.804272708628173,1
332,6,1,6,0.270996947428937,670,11,0.9431945538974952,0
476,3,0,10,2.0137941195617053,0,2,0.8884502877862838,1
683,2,1,6,0.0194692479265244,1173,11,0.9431945538974952,0
646,6,4,11,0.6481495063671121,1698,12,0.8884502877862838,0
660,6,2,7,0.4182195395954037,970,6,0.8884502877862838,0
850,6,6,10,1.770224398014237,1211,11,0.9431945538974952,1
629,6,4,11,0.2820825204396813,1105,6,0.9431945538974952,0
744,6,0,10,0.6282545614797517,1466,3,0.9431945538974952,0
627,6,5,8,0.378429649820683,1510,11,0.9431945538974952,1
204,5,1,10,1.0667947429233515,196,11,0.9431945538974952,1
607,6,2,4,0.2542295975973768,858,7,0.8884502877862838,1
820,2,6,10,0.5049059031781175,1990,11,0.9431945538974952,0
988,6,0,10,2.3034089209954947,1950,11,0.9431945538974952,0
432,2,5,3,0.4699463963025407,720,11,0.9431945538974952,0
278,0,2,5,0.8161184373426111,282,11,0.9431945538974952,1
1285,6,4,11,2.088543516212003,2327,6,0.9431945538974952,0
265,3,0,10,2.0137941195617053,0,2,0.8884502877862838,1
1009,3,0,10,0.3943456057305713,2569,6,0.8884502877862838,0
284,6,6,7,0.7436452418264419,332,6,0.8884502877862838,1
1012,2,0,10,0.6043806276149193,2539,6,0.9431945538974952,0
836,6,6,10,1.233060886055507,985,11,0.8884502877862838,1
247,0,0,8,0.4977993191448452,563,12,0.8884502877862838,1
268,6,0,9,0.0990490274759658,432,11,0.8884502877862838,0
277,2,0,3,0.0242996308256684,253,6,1.804272708628173,0
1002,5,1,10,0.0680685095778612,2558,11,0.8884502877862838,0
555,6,1,10,0.6919183851193049,814,6,0.9431945538974952,1
297,5,3,2,0.2422926306649605,661,12,0.9431945538974952,0
899,2,0,0,0.8479503491623878,1769,11,0.9431945538974952,0
207,4,0,3,1.185313018325842,208,12,0.8884502877862838,1
293,6,1,10,0.9394670956442456,516,11,1.804272708628173,0
279,0,0,5,0.3178934212369299,512,11,0.9431945538974952,1
272,0,0,9,0.2431440245866324,380,11,0.9431945538974952,1
317,3,3,2,2.0137941195617053,0,2,1.804272708628173,1
112,0,0,5,0.6211479774464795,111,6,0.8884502877862838,1
523,5,1,7,0.2025027408902398,637,1,0.8884502877862838,1
1264,2,2,3,1.8338882216537904,1728,11,0.8884502877862838,0
377,6,1,10,0.9593620405316058,616,11,1.804272708628173,0
398,0,6,10,0.4142405506179316,297,12,0.9431945538974952,0
268,0,0,5,0.2303556637325443,246,11,0.9431945538974952,0
1075,6,0,10,2.2755559981531905,1786,11,0.8884502877862838,0
868,5,1,6,0.5097362860772614,1158,11,0.9431945538974952,1
418,3,0,10,2.0137941195617053,0,2,0.9431945538974952,1
296,6,6,5,0.5765277047726147,873,6,0.0273721330556057,0
114,6,0,5,0.6569588782437281,117,6,0.8884502877862838,1
275,5,0,10,0.541568197897038,686,11,0.9431945538974952,1
1010,6,6,5,0.5765277047726147,2766,6,0.9431945538974952,0
607,2,1,11,0.6370639333563678,693,6,0.8884502877862838,1
1200,2,1,5,0.162712851115519,1700,6,0.8884502877862838,1
1024,6,4,11,1.4001784231093342,2156,6,0.9431945538974952,0
606,2,5,3,0.1237743552624702,1748,10,0.9431945538974952,0
21,6,0,11,1.08271069883324,22,12,0.9431945538974952,1
602,1,3,2,0.0800054765102774,1854,6,0.0273721330556057,0
721,2,3,2,0.4062825726629875,1602,12,0.8884502877862838,0
338,6,4,5,0.8121394483651391,972,6,0.9431945538974952,0
242,0,6,10,0.8439713601849157,215,12,0.8884502877862838,0
774,6,4,11,0.7277292859165536,1248,6,0.9431945538974952,0
748,6,5,10,0.0672171156561892,3276,11,0.8884502877862838,0
345,0,6,7,0.0513011597463009,459,3,0.9431945538974952,1
297,3,3,2,2.0137941195617053,0,2,0.9431945538974952,1
694,6,4,8,0.3863876277756271,1109,12,0.8884502877862838,0
656,2,1,10,0.0521525536679729,833,6,0.8884502877862838,1
243,0,0,4,0.97044761354235,182,6,0.8884502877862838,1
315,6,4,5,0.9553830515541336,932,1,0.9431945538974952,0
290,5,3,2,0.3457463440792345,696,7,0.9431945538974952,0
293,6,4,11,0.5336102199420939,978,12,0.9431945538974952,0
123,2,1,11,1.6437481446568023,374,12,0.9431945538974952,1
1277,6,6,10,0.429305112606148,2428,11,0.9431945538974952,0
316,6,0,11,0.056131542645445,678,7,0.9431945538974952,1
100,6,1,10,0.1905657739578236,171,12,0.9431945538974952,0
1034,2,2,10,1.7503294531268765,1161,11,0.8884502877862838,1
910,6,0,10,1.7065605743746837,1512,11,0.8884502877862838,0
1127,6,2,10,1.1415441395736492,1013,6,0.8884502877862838,0
102,6,0,4,0.4818833632349569,199,11,0.9431945538974952,0
503,2,5,10,0.0123626638932521,845,11,0.8884502877862838,0
733,6,0,10,0.6083596165923914,1424,11,0.8884502877862838,0
900,4,2,7,1.18133402934837,1705,11,0.9431945538974952,0
903,2,0,0,0.4977993191448452,2028,11,0.9431945538974952,0
196,5,0,7,0.270145553507265,283,6,0.8884502877862838,0
231,2,1,11,1.130458566562905,531,7,0.9431945538974952,1
919,6,0,5,1.5752539381181052,1450,6,0.9431945538974952,1
42,6,0,5,0.919572150756885,47,4,0.0273721330556057,1
66,2,0,7,0.0640895206003891,45,6,0.9431945538974952,0
281,3,3,2,2.0137941195617053,0,2,0.0273721330556057,1
355,6,1,8,0.0203206418481963,719,11,0.9431945538974952,0
